Date,Adj Close,Close,High,Low,Open,Volume
2010-02-01,1.4803999662399292,1.4803999662399292,1.4803999662399292,1.4803999662399292,1.4803999662399292,0
2010-02-02,1.4794000387191772,1.4794000387191772,1.4794000387191772,1.4794000387191772,1.4794000387191772,0
2010-02-03,1.4759999513626099,1.4759999513626099,1.4759999513626099,1.4759999513626099,1.4759999513626099,0
2010-02-04,1.473099946975708,1.473099946975708,1.473099946975708,1.473099946975708,1.473099946975708,1
2010-02-05,1.4632999897003174,1.4632999897003174,1.4632999897003174,1.4632999897003174,1.4632999897003174,1
2010-02-08,1.4672000408172607,1.4672000408172607,1.4672000408172607,1.4672000408172607,1.4672000408172607,1
2010-02-09,1.4723000526428223,1.4723000526428223,1.4723000526428223,1.4723000526428223,1.4723000526428223,1
2010-02-10,1.4580999612808228,1.4580999612808228,1.4580999612808228,1.4580999612808228,1.4580999612808228,1
2010-02-11,1.4368000030517578,1.4368000030517578,1.4368000030517578,1.4368000030517578,1.4368000030517578,1
2010-02-12,1.430999994277954,1.430999994277954,1.430999994277954,1.430999994277954,1.430999994277954,1
2010-02-16,1.437399983406067,1.437399983406067,1.437399983406067,1.437399983406067,1.437399983406067,1
2010-02-17,1.4222999811172485,1.4222999811172485,1.4222999811172485,1.4222999811172485,1.4222999811172485,1
2010-02-18,1.416100025177002,1.416100025177002,1.416100025177002,1.416100025177002,1.416100025177002,1
2010-02-19,1.4144999980926514,1.4144999980926514,1.4144999980926514,1.4144999980926514,1.4144999980926514,1
2010-02-22,1.4174000024795532,1.4174000024795532,1.4174000024795532,1.4174000024795532,1.4174000024795532,1
2010-02-23,1.4270999431610107,1.4270999431610107,1.4270999431610107,1.4270999431610107,1.4270999431610107,1
2010-02-24,1.42739999294281,1.42739999294281,1.42739999294281,1.42739999294281,1.42739999294281,1
2010-02-25,1.4390000104904175,1.4390000104904175,1.4390000104904175,1.4390000104904175,1.4390000104904175,1
2010-02-26,1.4327000379562378,1.4327000379562378,1.4327000379562378,1.4327000379562378,1.4327000379562378,1
2010-03-01,1.413599967956543,1.413599967956543,1.413599967956543,1.413599967956543,1.413599967956543,1
2010-03-02,1.4089000225067139,1.4089000225067139,1.4089000225067139,1.4089000225067139,1.4089000225067139,1
2010-03-03,1.4127000570297241,1.4127000570297241,1.4127000570297241,1.4127000570297241,1.4127000570297241,1
2010-03-04,1.3995000123977661,1.3995000123977661,1.3995000123977661,1.3995000123977661,1.3995000123977661,1
2010-03-05,1.4026000499725342,1.4026000499725342,1.4026000499725342,1.4026000499725342,1.4026000499725342,1
2010-03-08,1.4011000394821167,1.4011000394821167,1.4011000394821167,1.4011000394821167,1.4011000394821167,3
2010-03-09,1.3948999643325806,1.3948999643325806,1.3948999643325806,1.3948999643325806,1.3948999643325806,3
2010-03-10,1.4011000394821167,1.4011000394821167,1.4011000394821167,1.4011000394821167,1.4011000394821167,2
2010-03-11,1.4018000364303589,1.4018000364303589,1.4018000364303589,1.4018000364303589,1.4018000364303589,2
2010-03-12,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,2
2010-03-15,1.3977999687194824,1.3977999687194824,1.455399990081787,1.455399990081787,1.455399990081787,3
2010-03-16,1.395900011062622,1.395900011062622,1.395900011062622,1.395900011062622,1.395900011062622,3
2010-03-17,1.3875999450683594,1.3875999450683594,1.3875999450683594,1.3875999450683594,1.3875999450683594,3
2010-03-18,1.379699945449829,1.379699945449829,1.379699945449829,1.379699945449829,1.379699945449829,3
2010-03-19,1.375100016593933,1.375100016593933,1.375100016593933,1.375100016593933,1.375100016593933,3
2010-03-22,1.381500005722046,1.381500005722046,1.381500005722046,1.381500005722046,1.381500005722046,6
2010-03-23,1.3727999925613403,1.3727999925613403,1.3727999925613403,1.3727999925613403,1.3727999925613403,6
2010-03-24,1.3668999671936035,1.3668999671936035,1.3668999671936035,1.3668999671936035,1.3668999671936035,6
2010-03-25,1.3593000173568726,1.3593000173568726,1.3593000173568726,1.3593000173568726,1.3593000173568726,4
2010-03-26,1.3782999515533447,1.3782999515533447,1.3782999515533447,1.3782999515533447,1.3782999515533447,4
2010-03-29,1.3762999773025513,1.3762999773025513,1.3762999773025513,1.3762999773025513,1.3762999773025513,4
2010-03-30,1.3680000305175781,1.3680000305175781,1.3680000305175781,1.3680000305175781,1.3680000305175781,4
2010-03-31,1.371399998664856,1.371399998664856,1.371399998664856,1.371399998664856,1.371399998664856,4
2010-04-01,1.36899995803833,1.36899995803833,1.36899995803833,1.36899995803833,1.36899995803833,4
2010-04-05,1.3529000282287598,1.3529000282287598,1.3529000282287598,1.3529000282287598,1.3529000282287598,4
2010-04-06,1.339400053024292,1.339400053024292,1.339400053024292,1.339400053024292,1.339400053024292,4
2010-04-07,1.3423000574111938,1.3423000574111938,1.3423000574111938,1.3423000574111938,1.3423000574111938,4
2010-04-08,1.339400053024292,1.339400053024292,1.339400053024292,1.339400053024292,1.339400053024292,4
2010-04-09,1.3524999618530273,1.3524999618530273,1.3524999618530273,1.3524999618530273,1.3524999618530273,4
2010-04-12,1.3632999658584595,1.3632999658584595,1.3632999658584595,1.3632999658584595,1.3632999658584595,4
2010-04-13,1.3630000352859497,1.3630000352859497,1.3630000352859497,1.3630000352859497,1.3630000352859497,4
2010-04-14,1.36489999294281,1.36489999294281,1.36489999294281,1.36489999294281,1.36489999294281,4
2010-04-15,1.360700011253357,1.360700011253357,1.360700011253357,1.360700011253357,1.360700011253357,4
2010-04-16,1.3698999881744385,1.3698999881744385,1.3698999881744385,1.3698999881744385,1.3698999881744385,4
2010-04-19,1.367900013923645,1.367900013923645,1.367900013923645,1.367900013923645,1.367900013923645,4
2010-04-20,1.3417999744415283,1.3417999744415283,1.3417999744415283,1.3417999744415283,1.3417999744415283,4
2010-04-21,1.340999960899353,1.340999960899353,1.340999960899353,1.340999960899353,1.340999960899353,4
2010-04-22,1.330399990081787,1.330399990081787,1.330399990081787,1.330399990081787,1.330399990081787,4
2010-04-23,1.3388999700546265,1.3388999700546265,1.3388999700546265,1.3388999700546265,1.3388999700546265,4
2010-04-26,1.3365999460220337,1.3365999460220337,1.3365999460220337,1.3365999460220337,1.3365999460220337,4
2010-04-27,1.339900016784668,1.339900016784668,1.339900016784668,1.339900016784668,1.339900016784668,4
2010-04-28,1.3293999433517456,1.3293999433517456,1.3293999433517456,1.3293999433517456,1.3293999433517456,4
2010-04-29,1.332900047302246,1.332900047302246,1.332900047302246,1.332900047302246,1.332900047302246,1
2010-04-30,1.3532999753952026,1.3532999753952026,1.3532999753952026,1.3532999753952026,1.3532999753952026,4
2010-05-03,1.3351999521255493,1.3351999521255493,1.3351999521255493,1.3351999521255493,1.3351999521255493,4
2010-05-04,1.333299994468689,1.333299994468689,1.333299994468689,1.333299994468689,1.333299994468689,4
2010-05-05,1.323099970817566,1.323099970817566,1.323099970817566,1.323099970817566,1.323099970817566,4
2010-05-06,1.3396999835968018,1.3396999835968018,1.3396999835968018,1.3396999835968018,1.3396999835968018,4
2010-05-07,1.3282999992370605,1.3282999992370605,1.3282999992370605,1.3282999992370605,1.3282999992370605,8
2010-05-10,1.3116999864578247,1.3116999864578247,1.3116999864578247,1.3116999864578247,1.3116999864578247,16
2010-05-11,1.2934999465942383,1.2934999465942383,1.2934999465942383,1.2934999465942383,1.2934999465942383,16
2010-05-12,1.2884000539779663,1.2884000539779663,1.2884000539779663,1.2884000539779663,1.2884000539779663,16
2010-05-13,1.27839994430542,1.27839994430542,1.27839994430542,1.27839994430542,1.27839994430542,16
2010-05-14,1.2783000469207764,1.2783000469207764,1.2783000469207764,1.2783000469207764,1.2783000469207764,16
2010-05-17,1.2826000452041626,1.2826000452041626,1.2826000452041626,1.2826000452041626,1.2826000452041626,16
2010-05-18,1.2699999809265137,1.2699999809265137,1.2699999809265137,1.2699999809265137,1.2699999809265137,16
2010-05-19,1.2967000007629395,1.2967000007629395,1.2967000007629395,1.2967000007629395,1.2967000007629395,16
2010-05-20,1.3384000062942505,1.3384000062942505,1.3384000062942505,1.3384000062942505,1.3384000062942505,11
2010-05-21,1.3375999927520752,1.3375999927520752,1.3375999927520752,1.3375999927520752,1.3375999927520752,20
2010-05-24,1.3116999864578247,1.3116999864578247,1.3116999864578247,1.3116999864578247,1.3116999864578247,20
2010-05-25,1.3250999450683594,1.3250999450683594,1.3250999450683594,1.3250999450683594,1.3250999450683594,20
2010-05-26,1.2989000082015991,1.2989000082015991,1.2989000082015991,1.2989000082015991,1.2989000082015991,20
2010-05-27,1.3003000020980835,1.3003000020980835,1.3003000020980835,1.3003000020980835,1.3003000020980835,20
2010-05-28,1.2955000400543213,1.2955000400543213,1.2955000400543213,1.2955000400543213,1.2955000400543213,20
2010-06-01,1.287500023841858,1.287500023841858,1.2869999408721924,1.2869999408721924,1.2869999408721924,6
2010-06-02,1.2730000019073486,1.2730000019073486,1.2730000019073486,1.2730000019073486,1.2730000019073486,6
2010-06-03,1.2684999704360962,1.2684999704360962,1.2684999704360962,1.2684999704360962,1.2684999704360962,16
2010-06-04,1.2683000564575195,1.2683000564575195,1.2683000564575195,1.2683000564575195,1.2683000564575195,16
2010-06-07,1.2618999481201172,1.2618999481201172,1.2618999481201172,1.2618999481201172,1.2618999481201172,16
2010-06-08,1.253999948501587,1.253999948501587,1.253999948501587,1.253999948501587,1.253999948501587,16
2010-06-09,1.2517000436782837,1.2517000436782837,1.2517000436782837,1.2517000436782837,1.2517000436782837,1
2010-06-10,1.2477999925613403,1.2477999925613403,1.2477999925613403,1.2477999925613403,1.2477999925613403,3
2010-06-11,1.2525999546051025,1.2525999546051025,1.2525999546051025,1.2525999546051025,1.2525999546051025,2
2010-06-14,1.2553999423980713,1.2553999423980713,1.2553000450134277,1.2553000450134277,1.2553000450134277,3
2010-06-15,1.2674000263214111,1.2674000263214111,1.2674000263214111,1.2674000263214111,1.2674000263214111,3
2010-06-16,1.2627999782562256,1.2627999782562256,1.2627999782562256,1.2627999782562256,1.2627999782562256,3
2010-06-17,1.274399995803833,1.274399995803833,1.274399995803833,1.274399995803833,1.274399995803833,3
2010-06-18,1.2652000188827515,1.2652000188827515,1.2652000188827515,1.2652000188827515,1.2652000188827515,3
2010-06-21,1.2621999979019165,1.2621999979019165,1.2621999979019165,1.2621999979019165,1.2621999979019165,3
2010-06-22,1.2632999420166016,1.2632999420166016,1.2632999420166016,1.2632999420166016,1.2632999420166016,3
2010-06-23,1.2812999486923218,1.2812999486923218,1.2812999486923218,1.2812999486923218,1.2812999486923218,82
2010-06-24,1.2867000102996826,1.2867000102996826,1.2867000102996826,1.2867000102996826,1.2867000102996826,82
2010-06-25,1.2841999530792236,1.2841999530792236,1.2841999530792236,1.2841999530792236,1.2841999530792236,82
2010-06-28,1.2723000049591064,1.2723000049591064,1.2723000049591064,1.2723000049591064,1.2723000049591064,24
2010-06-29,1.2889000177383423,1.2889000177383423,1.2889000177383423,1.2889000177383423,1.2889000177383423,25
2010-06-30,1.3027000427246094,1.3027000427246094,1.3027000427246094,1.3027000427246094,1.3027000427246094,25
2010-07-01,1.3235000371932983,1.3235000371932983,1.3235000371932983,1.3235000371932983,1.3235000371932983,25
2010-07-02,1.3367999792099,1.3367999792099,1.3367999792099,1.3367999792099,1.3367999792099,25
2010-07-06,1.3331999778747559,1.3331999778747559,1.3331999778747559,1.3331999778747559,1.3331999778747559,25
2010-07-07,1.3279000520706177,1.3279000520706177,1.3279000520706177,1.3279000520706177,1.3279000520706177,25
2010-07-08,1.3252999782562256,1.3252999782562256,1.3252999782562256,1.3252999782562256,1.3252999782562256,17
2010-07-09,1.3063000440597534,1.3063000440597534,1.3063000440597534,1.3063000440597534,1.3063000440597534,17
2010-07-12,1.3071000576019287,1.3071000576019287,1.3071000576019287,1.3071000576019287,1.3071000576019287,17
2010-07-13,1.3121999502182007,1.3121999502182007,1.3121999502182007,1.3121999502182007,1.3121999502182007,17
2010-07-14,1.318600058555603,1.318600058555603,1.318600058555603,1.318600058555603,1.318600058555603,24
2010-07-15,1.3393000364303589,1.3393000364303589,1.3393000364303589,1.3393000364303589,1.3393000364303589,24
2010-07-16,1.3652000427246094,1.3652000427246094,1.3652000427246094,1.3652000427246094,1.3652000427246094,24
2010-07-19,1.3675999641418457,1.3675999641418457,1.3675999641418457,1.3675999641418457,1.3675999641418457,24
2010-07-20,1.3509000539779663,1.3509000539779663,1.3509000539779663,1.3509000539779663,1.3509000539779663,24
2010-07-21,1.3384000062942505,1.3384000062942505,1.3384000062942505,1.3384000062942505,1.3384000062942505,24
2010-07-22,1.337399959564209,1.337399959564209,1.337399959564209,1.337399959564209,1.337399959564209,24
2010-07-23,1.3401999473571777,1.3401999473571777,1.3401999473571777,1.3401999473571777,1.3401999473571777,24
2010-07-26,1.344099998474121,1.344099998474121,1.344099998474121,1.344099998474121,1.344099998474121,24
2010-07-27,1.3468999862670898,1.3468999862670898,1.3468999862670898,1.3468999862670898,1.3468999862670898,24
2010-07-28,1.3481999635696411,1.3481999635696411,1.3481999635696411,1.3481999635696411,1.3481999635696411,24
2010-07-29,1.3552000522613525,1.3552000522613525,1.3552000522613525,1.3552000522613525,1.3552000522613525,54
2010-07-30,1.3442000150680542,1.3442000150680542,1.3442000150680542,1.3442000150680542,1.3442000150680542,54
2010-08-02,1.3488999605178833,1.3488999605178833,1.3488999605178833,1.3488999605178833,1.3488999605178833,54
2010-08-03,1.3545000553131104,1.3545000553131104,1.3545000553131104,1.3545000553131104,1.3545000553131104,54
2010-08-04,1.3396999835968018,1.3396999835968018,1.3396999835968018,1.3396999835968018,1.3396999835968018,12
2010-08-05,1.3406000137329102,1.3406000137329102,1.3406000137329102,1.3406000137329102,1.3406000137329102,36
2010-08-06,1.3674999475479126,1.3674999475479126,1.3674999475479126,1.3674999475479126,1.3674999475479126,36
2010-08-09,1.3583999872207642,1.3583999872207642,1.3583999872207642,1.3583999872207642,1.3583999872207642,36
2010-08-10,1.3622000217437744,1.3622000217437744,1.3622000217437744,1.3622000217437744,1.3622000217437744,36
2010-08-11,1.3486000299453735,1.3486000299453735,1.3486000299453735,1.3486000299453735,1.3486000299453735,36
2010-08-12,1.3396999835968018,1.3396999835968018,1.3396999835968018,1.3396999835968018,1.3396999835968018,36
2010-08-13,1.329699993133545,1.329699993133545,1.329699993133545,1.329699993133545,1.329699993133545,36
2010-08-16,1.3385000228881836,1.3385000228881836,1.3385000228881836,1.3385000228881836,1.3385000228881836,36
2010-08-17,1.330399990081787,1.330399990081787,1.330399990081787,1.330399990081787,1.330399990081787,38
2010-08-18,1.3220000267028809,1.3220000267028809,1.3220000267028809,1.3220000267028809,1.3220000267028809,34
2010-08-19,1.333400011062622,1.333400011062622,1.333400011062622,1.333400011062622,1.333400011062622,34
2010-08-20,1.333299994468689,1.333299994468689,1.333299994468689,1.333299994468689,1.333299994468689,34
2010-08-23,1.3336000442504883,1.3336000442504883,1.3336000442504883,1.3336000442504883,1.3336000442504883,34
2010-08-24,1.3437000513076782,1.3437000513076782,1.3437000513076782,1.3437000513076782,1.3437000513076782,66
2010-08-25,1.3423000574111938,1.3423000574111938,1.3423000574111938,1.3423000574111938,1.3423000574111938,66
2010-08-26,1.3443000316619873,1.3443000316619873,1.3443000316619873,1.3443000316619873,1.3443000316619873,66
2010-08-27,1.3401000499725342,1.3401000499725342,1.3401000499725342,1.3401000499725342,1.3401000499725342,66
2010-08-30,1.3413000106811523,1.3413000106811523,1.3413000106811523,1.3413000106811523,1.3413000106811523,66
2010-08-31,1.3516000509262085,1.3516000509262085,1.3516000509262085,1.3516000509262085,1.3516000509262085,66
2010-09-01,1.3467999696731567,1.3467999696731567,1.3467999696731567,1.3467999696731567,1.3467999696731567,66
2010-09-02,1.3515000343322754,1.3515000343322754,1.3515000343322754,1.3515000343322754,1.3515000343322754,66
2010-09-03,1.3387000560760498,1.3387000560760498,1.3387000560760498,1.3387000560760498,1.3387000560760498,66
2010-09-07,1.330299973487854,1.330299973487854,1.330299973487854,1.330299973487854,1.330299973487854,66
2010-09-08,1.3187999725341797,1.3187999725341797,1.3187999725341797,1.3187999725341797,1.3187999725341797,21
2010-09-09,1.311900019645691,1.311900019645691,1.311900019645691,1.311900019645691,1.311900019645691,24
2010-09-10,1.3166999816894531,1.3166999816894531,1.3166999816894531,1.3166999816894531,1.3166999816894531,24
2010-09-13,1.3207999467849731,1.3207999467849731,1.3207999467849731,1.3207999467849731,1.3207999467849731,54
2010-09-14,1.3365000486373901,1.3365000486373901,1.3365000486373901,1.3365000486373901,1.3365000486373901,54
2010-09-15,1.3382999897003174,1.3382999897003174,1.3382999897003174,1.3382999897003174,1.3382999897003174,54
2010-09-16,1.3458000421524048,1.3458000421524048,1.3458000421524048,1.3458000421524048,1.3458000421524048,54
2010-09-17,1.3468999862670898,1.3468999862670898,1.3468999862670898,1.3468999862670898,1.3468999862670898,54
2010-09-20,1.3456000089645386,1.3456000089645386,1.3456000089645386,1.3456000089645386,1.3456000089645386,54
2010-09-21,1.3594000339508057,1.3594000339508057,1.3594000339508057,1.3594000339508057,1.3594000339508057,54
2010-09-22,1.3818000555038452,1.3818000555038452,1.3818000555038452,1.3818000555038452,1.3818000555038452,54
2010-09-23,1.378499984741211,1.378499984741211,1.378499984741211,1.378499984741211,1.378499984741211,54
2010-09-24,1.38510000705719,1.38510000705719,1.38510000705719,1.38510000705719,1.38510000705719,54
2010-09-27,1.3842999935150146,1.3842999935150146,1.3842999935150146,1.3842999935150146,1.3842999935150146,54
2010-09-28,1.4006999731063843,1.4006999731063843,1.4006999731063843,1.4006999731063843,1.4006999731063843,54
2010-09-29,1.4078999757766724,1.4078999757766724,1.4078999757766724,1.4078999757766724,1.4078999757766724,54
2010-09-30,1.4036999940872192,1.4036999940872192,1.4036999940872192,1.4036999940872192,1.4036999940872192,54
2010-10-01,1.4055999517440796,1.4055999517440796,1.4055999517440796,1.4055999517440796,1.4055999517440796,54
2010-10-04,1.4011000394821167,1.4011000394821167,1.4011000394821167,1.4011000394821167,1.4011000394821167,54
2010-10-05,1.4081000089645386,1.4081000089645386,1.4081000089645386,1.4081000089645386,1.4081000089645386,54
2010-10-06,1.4086999893188477,1.4086999893188477,1.4086999893188477,1.4086999893188477,1.4086999893188477,4
2010-10-07,1.420199990272522,1.420199990272522,1.420199990272522,1.420199990272522,1.420199990272522,4
2010-10-08,1.4108999967575073,1.4108999967575073,1.4108999967575073,1.4108999967575073,1.4108999967575073,4
2010-10-11,1.4081000089645386,1.4081000089645386,1.4081000089645386,1.4081000089645386,1.4081000089645386,4
2010-10-12,1.4076000452041626,1.4076000452041626,1.4076000452041626,1.4076000452041626,1.4076000452041626,4
2010-10-13,1.4027999639511108,1.4027999639511108,1.4027999639511108,1.4027999639511108,1.4027999639511108,72
2010-10-14,1.4168000221252441,1.4168000221252441,1.4168000221252441,1.4168000221252441,1.4168000221252441,72
2010-10-15,1.4157999753952026,1.4157999753952026,1.4157999753952026,1.4157999753952026,1.4157999753952026,72
2010-10-18,1.4211000204086304,1.4211000204086304,1.4211000204086304,1.4211000204086304,1.4211000204086304,11
2010-10-19,1.4217000007629395,1.4217000007629395,1.4217000007629395,1.4217000007629395,1.4217000007629395,13
2010-10-20,1.4279999732971191,1.4279999732971191,1.4279999732971191,1.4279999732971191,1.4279999732971191,13
2010-10-21,1.4320000410079956,1.4320000410079956,1.4320000410079956,1.4320000410079956,1.4320000410079956,84
2010-10-22,1.4316999912261963,1.4316999912261963,1.4316999912261963,1.4316999912261963,1.4316999912261963,84
2010-10-25,1.4242000579833984,1.4242000579833984,1.4242000579833984,1.4242000579833984,1.4242000579833984,84
2010-10-26,1.4194999933242798,1.4194999933242798,1.4194999933242798,1.4194999933242798,1.4194999933242798,84
2010-10-27,1.4177000522613525,1.4177000522613525,1.4177000522613525,1.4177000522613525,1.4177000522613525,84
2010-10-28,1.4226000308990479,1.4226000308990479,1.4226000308990479,1.4226000308990479,1.4226000308990479,84
2010-10-29,1.4182000160217285,1.4182000160217285,1.4182000160217285,1.4182000160217285,1.4182000160217285,84
2010-11-01,1.4138000011444092,1.4138000011444092,1.4138000011444092,1.4138000011444092,1.4138000011444092,84
2010-11-02,1.4169000387191772,1.4169000387191772,1.4169000387191772,1.4169000387191772,1.4169000387191772,84
2010-11-03,1.4194999933242798,1.4194999933242798,1.4194999933242798,1.4194999933242798,1.4194999933242798,84
2010-11-04,1.4259999990463257,1.4259999990463257,1.4259999990463257,1.4259999990463257,1.4259999990463257,84
2010-11-05,1.405500054359436,1.405500054359436,1.405500054359436,1.405500054359436,1.405500054359436,84
2010-11-08,1.396399974822998,1.396399974822998,1.396399974822998,1.396399974822998,1.396399974822998,84
2010-11-09,1.3871999979019165,1.3871999979019165,1.3871999979019165,1.3871999979019165,1.3871999979019165,84
2010-11-10,1.3776999711990356,1.3776999711990356,1.3776999711990356,1.3776999711990356,1.3776999711990356,84
2010-11-11,1.375100016593933,1.375100016593933,1.375100016593933,1.375100016593933,1.375100016593933,84
2010-11-12,1.3834999799728394,1.3834999799728394,1.3834999799728394,1.3834999799728394,1.3834999799728394,84
2010-11-15,1.3708000183105469,1.3708000183105469,1.3708000183105469,1.3708000183105469,1.3708000183105469,84
2010-11-16,1.378499984741211,1.378499984741211,1.378499984741211,1.378499984741211,1.378499984741211,84
2010-11-17,1.384600043296814,1.384600043296814,1.384600043296814,1.384600043296814,1.384600043296814,84
2010-11-18,1.392899990081787,1.392899990081787,1.392899990081787,1.392899990081787,1.392899990081787,84
2010-11-19,1.3926000595092773,1.3926000595092773,1.3926000595092773,1.3926000595092773,1.3926000595092773,84
2010-11-22,1.3871999979019165,1.3871999979019165,1.3871999979019165,1.3871999979019165,1.3871999979019165,84
2010-11-23,1.3698999881744385,1.3698999881744385,1.3698999881744385,1.3698999881744385,1.3698999881744385,84
2010-11-24,1.3476999998092651,1.3476999998092651,1.3476999998092651,1.3476999998092651,1.3476999998092651,84
2010-11-26,1.3503999710083008,1.3503999710083008,1.3503999710083008,1.3503999710083008,1.3503999710083008,84
2010-11-29,1.337399959564209,1.337399959564209,1.337399959564209,1.337399959564209,1.337399959564209,84
2010-11-30,1.3348000049591064,1.3348000049591064,1.3348000049591064,1.3348000049591064,1.3348000049591064,84
2010-12-01,1.3343000411987305,1.3343000411987305,1.3343000411987305,1.3343000411987305,1.3343000411987305,84
2010-12-02,1.3251999616622925,1.3251999616622925,1.3251999616622925,1.3251999616622925,1.3251999616622925,84
2010-12-03,1.343999981880188,1.343999981880188,1.343999981880188,1.343999981880188,1.343999981880188,84
2010-12-06,1.3380000591278076,1.3380000591278076,1.3380000591278076,1.3380000591278076,1.3380000591278076,84
2010-12-07,1.3413000106811523,1.3413000106811523,1.3413000106811523,1.3413000106811523,1.3413000106811523,84
2010-12-08,1.339900016784668,1.339900016784668,1.339900016784668,1.339900016784668,1.339900016784668,84
2010-12-09,1.3380999565124512,1.3380999565124512,1.3380999565124512,1.3380999565124512,1.3380999565124512,46
2010-12-10,1.3346999883651733,1.3346999883651733,1.3346999883651733,1.3346999883651733,1.3346999883651733,12
2010-12-13,1.34089994430542,1.34089994430542,1.34089994430542,1.34089994430542,1.34089994430542,69
2010-12-14,1.3479000329971313,1.3479000329971313,1.3479000329971313,1.3479000329971313,1.3479000329971313,69
2010-12-15,1.3286999464035034,1.3286999464035034,1.3286999464035034,1.3286999464035034,1.3286999464035034,69
2010-12-16,1.3309999704360962,1.3309999704360962,1.3309999704360962,1.3309999704360962,1.3309999704360962,69
2010-12-17,1.3336999416351318,1.3336999416351318,1.3336999416351318,1.3336999416351318,1.3336999416351318,1
2010-12-20,1.3372000455856323,1.3372000455856323,1.3372000455856323,1.3372000455856323,1.3372000455856323,1
2010-12-21,1.3356000185012817,1.3356000185012817,1.3356000185012817,1.3356000185012817,1.3356000185012817,1
2010-12-22,1.3285000324249268,1.3285000324249268,1.3285000324249268,1.3285000324249268,1.3285000324249268,1
2010-12-23,1.3243000507354736,1.3243000507354736,1.3243000507354736,1.3243000507354736,1.3243000507354736,1
2010-12-27,1.325700044631958,1.325700044631958,1.325700044631958,1.325700044631958,1.325700044631958,1
2010-12-28,1.3131999969482422,1.3131999969482422,1.3131999969482422,1.3131999969482422,1.3131999969482422,1
2010-12-29,1.3236000537872314,1.3236000537872314,1.3236000537872314,1.3236000537872314,1.3236000537872314,1
2010-12-30,1.329800009727478,1.329800009727478,1.329800009727478,1.329800009727478,1.329800009727478,1
2010-12-31,1.3305000066757202,1.3305000066757202,1.3305000066757202,1.3305000066757202,1.3305000066757202,1
2011-01-03,1.327299952507019,1.327299952507019,1.327299952507019,1.327299952507019,1.327299952507019,1
2011-01-04,1.3315999507904053,1.3315999507904053,1.3315999507904053,1.3315999507904053,1.3315999507904053,1
2011-01-05,1.3114999532699585,1.3114999532699585,1.3114999532699585,1.3114999532699585,1.3114999532699585,1
2011-01-06,1.2978999614715576,1.2978999614715576,1.2978999614715576,1.2978999614715576,1.2978999614715576,1
2011-01-07,1.2848000526428223,1.2848000526428223,1.2848000526428223,1.2848000526428223,1.2848000526428223,1
2011-01-10,1.2882000207901,1.2882000207901,1.2882000207901,1.2882000207901,1.2882000207901,1
2011-01-11,1.2862000465393066,1.2862000465393066,1.2862000465393066,1.2862000465393066,1.2862000465393066,1
2011-01-12,1.2984999418258667,1.2984999418258667,1.2984999418258667,1.2984999418258667,1.2984999418258667,1
2011-01-13,1.3215999603271484,1.3215999603271484,1.3215999603271484,1.3215999603271484,1.3215999603271484,1
2011-01-14,1.3229000568389893,1.3229000568389893,1.3229000568389893,1.3229000568389893,1.3229000568389893,18
2011-01-18,1.3293999433517456,1.3293999433517456,1.3293999433517456,1.3293999433517456,1.3293999433517456,14
